order_id,customer_name,order_datetime,gross_amount_paise,instrument,status
ORD-3-0024,Nirja Lanka,2025-01-24T19:51:00,2803812,UPI,captured
ORD-3-0025,Irya Nagy,2025-01-26T16:22:00,4072127,CARD_DEBIT,captured
ORD-3-0026,Amruta Dewan,2025-01-24T20:09:00,4673361,UPI,captured
ORD-3-0027,Falguni Karan,2025-01-22T08:44:00,4731306,CARD_DEBIT,refunded_partial
ORD-3-0028,Harini Parmar,2025-01-20T14:31:00,2302486,CARD_CREDIT,captured
ORD-3-0029,Oscar Mammen,2025-01-24T22:41:00,4086747,CARD_DEBIT,captured
ORD-3-0030,Krishna Raju,2025-01-24T12:51:00,954354,UPI,captured
ORD-3-0031,Eta Bali,2025-01-26T18:58:00,1754286,UPI,captured
ORD-3-0032,Qadim Chakrabarti,2025-01-23T13:41:00,4469261,UPI,captured
ORD-3-0033,Raghav Raju,2025-01-25T19:54:00,995530,UPI,captured
ORD-3-0034,Kalpit Ghose,2025-01-22T15:02:00,3529841,CARD_DEBIT,captured
ORD-3-0035,Nikita Sharma,2025-01-26T14:47:00,2313522,UPI,captured
ORD-3-0036,Alexander Bal,2025-01-26T13:49:00,3466584,UPI,captured
ORD-3-0037,Aayush Nath,2025-01-22T11:19:00,2339395,UPI,captured
ORD-3-0038,Dakshesh Raju,2025-01-25T10:07:00,2060326,CARD_DEBIT,captured
ORD-3-0039,Andrew Srivastava,2025-01-21T22:04:00,4450649,CARD_CREDIT,captured
ORD-3-0040,Dakshesh Raman,2025-01-23T19:55:00,4034723,UPI,captured
ORD-3-0041,Pranav Shukla,2025-01-25T20:04:00,2612595,NETBANKING,captured
ORD-3-0041-D,Pranav Shukla,2025-01-25T20:09:28,2612595,NETBANKING,captured
ORD-3-0042,Jasmit Chokshi,2025-01-25T12:32:00,4182169,UPI,captured
ORD-3-0042-D,Jasmit Chokshi,2025-01-25T12:37:50,4182169,UPI,captured
ORD-3-0043,Tanvi Andra,2025-01-23T13:59:00,2717829,UPI,captured
ORD-3-0044,Michael Seshadri,2025-01-22T08:26:00,3614054,CARD_CREDIT,captured
ORD-3-0045,Aahana Shanker,2025-01-20T08:41:00,2238948,UPI,captured
ORD-3-0046,Banjeet Dugar,2025-01-25T20:26:00,3579230,UPI,captured
ORD-3-0047,Mitesh Kapoor,2025-01-24T19:03:00,4190809,CARD_DEBIT,refunded_partial
ORD-3-0048,Hredhaan Palla,2025-01-22T22:15:00,3275703,NETBANKING,captured
ORD-3-0049,Sachi Srinivasan,2025-01-22T14:52:00,3128364,UPI,captured
ORD-3-0050,Vedant Ghosh,2025-01-21T20:23:00,2538846,UPI,captured
ORD-3-0051,Jeet Nagar,2025-01-25T19:31:00,2918651,UPI,captured
ORD-3-0052,Jairaj Dar,2025-01-23T16:19:00,4326077,CARD_DEBIT,captured
ORD-3-0053,Ladli Setty,2025-01-22T16:53:00,2411801,CARD_DEBIT,refunded_partial
ORD-3-0054,Mugdha Verma,2025-01-21T14:45:00,598489,UPI,captured
ORD-3-0055,Zarna Sachdeva,2025-01-24T13:07:00,1867538,UPI,refunded_full
ORD-3-0056,Chameli Lalla,2025-01-21T20:56:00,2560618,CARD_CREDIT,captured
ORD-3-0057,Chaaya Shan,2025-01-20T18:14:00,1476751,UPI,captured
ORD-3-0058,Oni Mistry,2025-01-20T20:43:00,4687288,CARD_DEBIT,captured
ORD-3-0059,Zayyan Dugar,2025-01-25T16:06:00,3207832,UPI,captured
