order_id,customer_name,order_datetime,gross_amount_paise,instrument,status
ORD-4-0021-D,Darika Talwar,2025-02-02T14:23:55,2645264,UPI,captured
ORD-4-0022,Alka Bhagat,2025-02-01T21:09:00,3125632,UPI,captured
ORD-4-0023,Dhruv Kalita,2025-02-01T18:42:00,3867247,UPI,captured
ORD-4-0024,Amrita Ghose,2025-01-28T19:04:00,755790,UPI,captured
ORD-4-0025,Xavier Kale,2025-02-02T10:05:00,3052410,UPI,captured
ORD-4-0026,Avi Dass,2025-01-29T13:12:00,1269785,CARD_CREDIT,captured
ORD-4-0027,Onveer Sant,2025-02-02T18:40:00,4188558,UPI,captured
ORD-4-0028,Guneet Mittal,2025-01-31T11:14:00,2706538,CARD_CREDIT,captured
ORD-4-0029,Yasti Ahluwalia,2025-01-28T16:17:00,2723457,CARD_CREDIT,captured
ORD-4-0030,Laksh Dewan,2025-01-28T21:25:00,780173,UPI,refunded_full
ORD-4-0031,Abha Garg,2025-01-28T15:31:00,2767923,UPI,captured
ORD-4-0032,Chandresh Brar,2025-01-28T15:19:00,132705,UPI,captured
ORD-4-0033,Lopa Panchal,2025-01-28T09:51:00,2536086,CARD_CREDIT,captured
ORD-4-0034,Rayaan Sule,2025-01-29T08:24:00,950794,CARD_CREDIT,captured
ORD-4-0035,Ekaraj Nanda,2025-01-29T21:54:00,4741571,CARD_CREDIT,captured
ORD-4-0036,Chatura Raman,2025-01-27T18:07:00,1530807,CARD_DEBIT,captured
ORD-4-0037,Lohit Ganesh,2025-01-29T22:49:00,713059,CARD_DEBIT,captured
ORD-4-0037-D,Lohit Ganesh,2025-01-29T22:56:48,713059,CARD_DEBIT,captured
ORD-4-0038,Atharv Bala,2025-01-31T12:27:00,1657703,UPI,captured
ORD-4-0039,Bahadurjit Peri,2025-01-27T13:58:00,340981,CARD_DEBIT,captured
ORD-4-0040,Laksh Som,2025-02-02T21:57:00,1163584,CARD_DEBIT,captured
ORD-4-0041,Sarthak Dhingra,2025-01-31T18:41:00,3698581,CARD_CREDIT,captured
ORD-4-0042,Harrison Khanna,2025-01-29T08:10:00,946179,CARD_CREDIT,refunded_full
ORD-4-0043,Bachittar Chacko,2025-01-27T17:59:00,3622570,CARD_CREDIT,captured
ORD-4-0044,Jalsa Andra,2025-01-30T15:20:00,1690193,UPI,captured
ORD-4-0045,Yashoda Grover,2025-01-28T10:04:00,4871068,UPI,captured
ORD-4-0046,Ishanvi Randhawa,2025-01-31T19:52:00,3030336,UPI,refunded_partial
ORD-4-0047,Krisha Garg,2025-01-29T19:25:00,3423423,CARD_CREDIT,captured
ORD-4-0048,Jagdish Sidhu,2025-02-02T13:16:00,3106358,UPI,refunded_partial
ORD-4-0049,Udant Thakkar,2025-01-30T09:26:00,4959466,UPI,captured
ORD-4-0050,Radha Shanker,2025-02-01T11:50:00,875878,CARD_CREDIT,captured
ORD-4-0051,Aishani Bhagat,2025-02-01T13:41:00,4257494,UPI,captured
ORD-4-0052,Samuel Magar,2025-02-02T18:59:00,2747986,CARD_CREDIT,captured
ORD-4-0053,Jyoti Wason,2025-02-01T08:01:00,3923366,UPI,captured
ORD-4-0054,Nilima Saini,2025-02-01T10:44:00,4259261,CARD_CREDIT,refunded_partial
ORD-4-0055,Jai Luthra,2025-02-02T11:15:00,4889402,UPI,captured
ORD-4-0056,Vrishti Devan,2025-01-27T10:50:00,1936301,UPI,captured
ORD-4-0057,Vincent Bhandari,2025-01-27T13:38:00,398929,CARD_DEBIT,captured
ORD-4-0058,Bhavna Yogi,2025-01-27T18:46:00,1487183,UPI,captured
ORD-4-0059,Azaan Solanki,2025-02-02T16:12:00,3233966,UPI,refunded_partial
